2    2
29    28
1    1
3    3
4    4
31    29
30    30
5    5
6    6
7    7
8    8
32    31
9    9
33    32
10    10
11    11
12    12
13    13
34    33
14    14
15    15
16    16
35    34
17    17
19    19
36    35
18    18
26    26
20    20
21    21
22    22
23    23
38    36
37    37
24    24
25    25
