2    2
28    29
1    1
3    3
4    4
29    31
30    30
5    5
6    6
7    7
8    8
31    32
9    9
32    33
10    10
11    11
12    12
13    13
33    34
14    14
15    15
16    16
34    35
17    17
19    19
35    36
18    18
26    26
20    20
21    21
22    22
23    23
36    38
37    37
24    24
25    25
